case_id,source,gender,ethnic_group,education_level,business_location,income_level,business_type,BPRAC_01_recordkeeping,BPRAC_02_pricing_strategy,BPRAC_03_inventory_mgmt,BPRAC_04_marketing_plan,BPRAC_05_supplier_relations,BPRAC_06_quality_control,BPRAC_score,FIN_01_bank_account,FIN_02_mobile_money,FIN_03_business_loan_access,FIN_04_collateral_available,FIN_05_credit_history,FIN_06_mfi_membership,FIN_07_savings_buffer,FIN_08_insurance_cover,FIN_09_formal_registration,FIN_10_tax_id,FIN_11_invoice_use,FIN_12_grant_access,FIN_13_investor_contact,FIN_14_digital_payments,FIN_score,ENVO_01_local_demand,ENVO_02_road_access,ENVO_03_electricity,ENVO_04_internet_quality,ENVO_05_logistics_delivery,ENVO_06_competitor_density,ENVO_07_govt_service_access,ENVO_08_market_distance,ENVO_09_supplier_proximity,ENVO_score,EPSY_01_risk_tolerance,EPSY_02_need_achievement,EPSY_03_innovativeness,EPSY_04_self_efficacy,EPSY_05_locus_control,EPSY_06_persistence,EPSY_07_opportunity_alertness,EPSY_08_autonomy_pref,EPSY_09_proactiveness,EPSY_10_tolerance_ambiguity,EPSY_11_goal_orientation,EPSY_12_resilience,EPSY_13_creativity,EPSY_14_leadership,EPSY_15_networking_drive,EPSY_16_learning_orientation,EPSY_17_competitiveness,EPSY_18_optimism,EPSY_19_decisiveness,EPSY_20_stress_tolerance,EPSY_21_vision,EPSY_22_adaptability,EPSY_score,BEASE_01_registration_ease,BEASE_02_license_time,BEASE_03_tax_simplicity,BEASE_04_permit_access,BEASE_05_digital_govt_services,BEASE_06_compliance_burden_low,BEASE_07_property_rights,BEASE_08_contract_enforcement,BEASE_09_customs_ease,BEASE_10_utility_connection_ease,BEASE_11_credit_info_access,BEASE_12_investor_protection,BEASE_13_trade_license_renewal,BEASE_14_one_stop_service,BEASE_15_regulatory_clarity,BEASE_score,BPRAC_fz,FIN_fz,ENVO_fz,EPSY_fz,BEASE_fz,GROWTH_monthly_revenue_usd,GROWTH_growth_rate_selfrep,GROWTH_page_analytics_idx,GROWTH_score,GROWTH_fz,GROWTH_binary,SURV_01_BEASE_1,SURV_02_BEASE_2,SURV_03_BEASE_3,SURV_04_BEASE_4,SURV_05_BEASE_5,SURV_06_FIN_1,SURV_07_FIN_2,SURV_08_FIN_3,SURV_09_FIN_4,SURV_10_FIN_5,SURV_11_FIN_6,SURV_12_BPRAC_1,SURV_13_BPRAC_2,SURV_14_BPRAC_3,SURV_15_BPRAC_4,SURV_16_BPRAC_5,SURV_17_EPSY_1,SURV_18_EPSY_2,SURV_19_EPSY_3,SURV_20_EPSY_4,SURV_21_EPSY_5,SURV_22_ENVO_1,SURV_23_ENVO_2,SURV_24_ENVO_3,SURV_25_ENVO_4,SURV_26_ENVO_5,SURV_27_DIGITAL_LEGAL_1,SURV_28_DIGITAL_LEGAL_2,SURV_29_DIGITAL_LEGAL_3,SURV_30_DIGITAL_LEGAL_4
FoBS_037,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),5,3,4,3,4,4,0.708,2,3,3,3,3,2,3,3,3,4,3,3,3,2,0.464,5,4,3,4,4,4,5,3,3,0.722,1,4,3,5,4,4,5,4,2,3,1,2,5,5,3,3,4,3,4,4,4,3,0.614,3,2,4,2,3,1,3,3,2,1,2,2,1,4,2,0.333,0.872,0.301,0.915,0.536,0.163,1660,28.9,47.7,0.548,0.695,1,5,1,4,2,2,3,3,1,5,1,2,4,4,5,3,2,1,4,5,5,1,4,4,1,5,1,1,5,5,2
FoBS_038,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,3,4,4,4,4,0.667,3,4,3,4,3,3,3,2,4,3,2,3,3,3,0.518,2,1,4,1,2,1,1,2,3,0.222,3,4,5,3,2,3,3,3,4,3,3,2,3,4,2,3,2,5,5,3,3,2,0.545,1,4,2,4,4,4,4,4,4,4,5,3,4,3,4,0.65,0.823,0.422,0.074,0.36,0.813,2126,45.8,62.1,0.634,0.825,1,5,2,4,4,4,5,2,3,3,5,5,1,4,5,5,3,4,4,4,5,4,2,5,1,3,3,3,4,1,1
FoBS_039,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),1,1,3,3,1,1,0.167,2,3,2,3,3,1,2,2,1,1,2,1,1,2,0.214,2,2,3,3,2,1,2,2,3,0.306,1,2,3,2,1,3,2,1,1,1,4,3,2,3,2,1,1,2,2,3,2,2,0.25,3,1,3,3,1,3,1,4,2,2,3,1,2,1,1,0.267,0.044,0.036,0.153,0.025,0.092,826,9.8,24.4,0.256,0.164,0,3,5,5,1,3,2,5,4,2,5,3,4,3,5,4,5,4,4,1,4,2,2,2,1,5,2,1,2,3,3
FoBS_040,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,2,2,3,3,1,0.292,3,3,4,3,2,3,3,3,4,4,2,1,1,3,0.446,2,4,3,3,4,2,3,3,1,0.444,2,2,3,1,1,1,2,1,1,2,2,1,2,3,3,2,1,2,2,2,2,2,0.205,3,4,3,4,2,2,2,3,2,2,2,4,4,4,3,0.483,0.128,0.266,0.414,0.015,0.459,1361,42.9,43.0,0.507,0.618,1,5,2,5,1,3,3,1,3,2,1,2,3,2,4,3,3,1,4,1,2,1,1,1,1,2,2,3,3,2,5
FoBS_041,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,1,2,4,3,2,0.333,2,2,2,3,3,3,3,2,2,3,3,4,3,3,0.429,1,4,2,3,4,3,4,4,4,0.556,2,4,3,3,3,3,5,3,3,3,3,3,3,4,3,4,3,3,2,5,2,3,0.545,3,4,2,3,3,2,3,3,1,2,3,3,4,3,3,0.45,0.177,0.233,0.677,0.36,0.38,1139,39.9,62.2,0.49,0.583,1,2,5,1,5,5,1,5,4,1,1,4,4,1,5,3,1,4,2,4,4,4,4,4,4,3,5,5,3,3,2
FoBS_042,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,1,1,2,1,1,0.125,4,3,3,3,5,3,5,5,3,1,3,3,4,3,0.607,1,2,1,2,3,1,3,2,2,0.222,3,2,2,5,2,2,2,1,2,2,2,3,2,1,2,2,2,3,3,3,2,1,0.307,3,3,3,3,3,4,4,4,3,5,3,5,5,5,3,0.683,0.031,0.637,0.074,0.044,0.858,3158,52.7,64.1,0.793,0.947,1,5,5,3,1,2,5,5,5,3,5,2,5,1,3,5,3,3,1,3,1,3,4,4,3,2,5,1,3,5,4
FoBS_043,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,1,1,2,3,2,0.25,3,3,3,3,3,4,3,4,3,2,4,4,2,3,0.536,2,2,2,2,3,1,2,4,3,0.333,1,2,2,2,1,2,1,1,1,2,2,2,4,2,3,1,2,2,2,3,2,3,0.239,3,3,4,3,3,2,3,3,2,3,2,2,4,4,3,0.483,0.091,0.465,0.192,0.022,0.459,1504,50.7,61.3,0.559,0.715,1,3,3,2,3,5,3,2,3,2,5,2,1,1,2,5,2,5,5,5,5,2,3,1,4,5,5,1,1,1,1
FoBS_044,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,3,2,4,3,3,0.458,2,2,3,4,3,3,1,3,3,2,5,3,3,3,0.464,1,2,2,3,1,3,1,3,3,0.278,4,1,3,4,2,1,1,3,1,1,2,3,2,4,4,3,2,2,2,2,3,2,0.341,3,4,1,3,4,3,2,5,3,2,4,3,1,2,3,0.467,0.405,0.301,0.121,0.062,0.419,1296,33.4,47.1,0.475,0.553,1,5,2,1,1,2,5,3,5,1,4,1,3,1,5,2,2,5,5,3,3,5,1,2,1,5,1,3,5,3,1
FoBS_045,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,2,1,3,3,1,0.25,3,4,3,1,3,2,3,3,3,3,4,2,3,3,0.464,4,3,5,4,3,5,4,3,5,0.75,1,2,2,2,1,1,2,2,3,3,2,1,2,1,2,2,2,4,4,2,2,3,0.273,1,3,2,2,2,2,4,2,4,2,4,3,3,3,3,0.417,0.091,0.301,0.934,0.031,0.306,862,5.2,40.6,0.296,0.215,0,4,2,1,5,1,4,4,2,5,2,4,1,2,5,2,2,3,3,4,2,1,5,3,5,5,4,3,1,2,5
FoBS_046,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),5,5,3,4,3,4,0.75,2,3,4,5,4,3,4,1,3,4,4,3,1,3,0.536,2,4,3,5,3,5,5,3,4,0.694,4,3,3,2,3,3,3,5,3,1,3,3,4,3,3,3,5,4,3,3,4,3,0.557,3,3,4,4,2,3,4,3,2,4,2,4,4,2,4,0.55,0.909,0.465,0.891,0.388,0.62,1566,20.5,50.2,0.535,0.672,1,3,1,2,3,5,2,4,1,1,3,5,5,4,4,3,2,2,5,5,3,4,2,5,4,1,2,4,1,2,1
FoBS_047,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,2,2,2,3,3,0.375,4,4,5,4,2,3,5,4,3,4,3,4,5,4,0.714,2,3,2,3,3,3,2,1,3,0.361,4,3,2,2,2,1,4,3,1,2,3,3,3,3,3,3,3,2,2,2,4,4,0.42,4,4,4,5,5,3,5,2,2,5,2,4,5,4,3,0.7,0.24,0.834,0.237,0.131,0.877,4452,42.0,97.0,0.945,0.985,1,2,2,1,5,4,1,2,5,2,3,2,1,4,3,2,1,4,1,4,5,1,4,1,1,3,5,4,4,2,4
FoBS_048,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,1,2,3,3,2,0.292,3,3,4,3,4,5,3,3,3,4,3,4,4,3,0.625,3,4,5,2,3,4,3,2,3,0.556,2,1,2,4,2,3,2,2,3,4,3,2,4,2,3,1,1,3,3,1,3,3,0.364,3,3,3,3,4,2,3,3,3,5,2,4,3,3,5,0.567,0.128,0.676,0.677,0.077,0.658,2209,37.6,60.1,0.672,0.866,1,3,2,5,4,2,1,1,4,2,3,1,4,2,2,3,1,5,5,5,2,1,2,3,3,2,3,2,3,1,4
FoBS_049,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),4,4,2,2,3,4,0.542,4,2,2,3,2,4,4,4,4,2,4,3,4,2,0.536,3,3,3,4,5,3,2,3,4,0.583,3,3,3,2,3,2,4,4,3,4,4,2,3,3,4,3,3,4,1,4,1,4,0.511,3,3,4,3,3,2,5,4,3,3,4,3,2,4,4,0.583,0.595,0.465,0.734,0.283,0.694,937,17.9,34.3,0.341,0.285,0,4,5,3,4,3,1,1,3,3,2,1,4,5,5,3,4,5,5,3,5,2,4,5,2,4,1,2,3,4,4
FoBS_050,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,2,1,4,3,4,0.458,5,2,2,2,4,4,3,4,3,1,4,2,3,3,0.5,4,3,4,3,4,5,2,5,2,0.639,4,4,3,3,1,3,3,3,2,3,2,2,4,2,3,4,3,4,2,2,3,4,0.477,3,3,2,4,4,4,3,2,3,2,2,2,5,3,2,0.483,0.405,0.38,0.826,0.216,0.459,1229,30.2,41.6,0.388,0.372,0,5,2,1,1,2,1,4,5,5,3,3,2,5,2,5,5,4,2,3,3,1,5,1,1,5,5,5,4,5,2
FoBS_051,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),4,2,1,2,3,3,0.375,3,2,4,4,3,3,5,3,3,3,4,2,4,2,0.554,4,2,2,2,1,3,2,1,4,0.333,1,2,3,3,1,2,4,2,2,2,1,1,2,2,2,2,3,3,2,3,2,2,0.284,4,4,3,3,4,2,3,2,3,2,1,4,3,3,4,0.5,0.24,0.509,0.192,0.035,0.5,1707,46.2,65.3,0.604,0.785,1,3,2,5,2,2,1,3,5,3,3,4,2,2,4,5,1,2,5,5,2,1,1,1,2,2,2,5,4,2,3
FoBS_052,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,2,4,3,4,3,0.542,1,2,3,2,3,5,2,2,2,2,3,3,2,2,0.357,4,2,4,4,3,5,4,3,4,0.667,3,2,4,1,2,3,1,3,3,3,4,4,2,2,3,3,4,3,2,4,4,3,0.466,3,3,3,3,3,2,4,2,3,1,1,2,2,4,4,0.417,0.595,0.131,0.862,0.196,0.306,978,31.4,30.8,0.397,0.391,0,3,5,3,3,1,5,5,2,5,4,4,2,4,5,4,1,3,1,1,5,5,4,2,1,2,2,2,2,1,1
FoBS_053,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,4,4,3,1,4,0.542,3,3,4,3,2,4,3,4,4,2,3,4,2,3,0.536,3,3,2,3,3,3,3,3,4,0.5,2,2,2,4,3,4,3,4,2,3,3,4,3,3,4,3,1,3,4,3,3,1,0.477,3,2,2,2,2,3,3,2,2,3,4,3,3,2,3,0.4,0.595,0.465,0.549,0.216,0.273,1042,30.2,46.9,0.493,0.59,1,1,3,2,3,4,2,5,5,1,2,4,1,2,2,1,1,2,3,2,5,5,3,5,4,2,1,2,3,2,3
FoBS_054,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,3,2,3,3,2,0.417,1,2,3,2,1,3,3,2,4,2,1,2,1,3,0.286,2,3,4,4,3,4,3,4,2,0.556,3,1,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,4,3,3,3,2,0.511,2,1,5,2,2,4,3,2,1,2,1,1,2,1,4,0.3,0.317,0.07,0.677,0.283,0.123,957,21.3,31.7,0.361,0.322,0,2,2,5,2,1,1,5,1,4,4,3,4,3,5,4,3,5,3,3,4,2,1,4,2,4,4,5,2,3,5
FoBS_055,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),1,2,3,3,1,3,0.292,1,3,4,3,2,3,4,3,2,3,2,1,2,3,0.393,2,4,4,2,1,3,4,2,2,0.417,2,3,2,3,1,3,1,2,2,3,1,1,2,3,1,2,1,3,1,2,3,1,0.239,3,3,2,2,2,3,3,2,3,3,3,3,3,3,2,0.417,0.128,0.176,0.349,0.022,0.306,931,33.3,40.4,0.357,0.314,0,3,3,5,5,4,5,4,5,4,1,3,1,5,5,4,3,3,4,1,1,3,3,1,4,1,4,3,4,5,4
FoBS_056,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),4,2,3,2,1,2,0.333,2,3,2,1,1,1,2,2,2,2,2,3,2,1,0.214,2,3,1,1,1,3,3,2,1,0.222,2,1,1,3,2,1,3,2,3,2,3,3,1,2,2,2,2,2,2,2,1,2,0.25,1,1,2,3,2,2,3,2,1,2,3,3,4,3,1,0.3,0.177,0.036,0.074,0.025,0.123,238,1.1,4.6,0.101,0.05,0,3,5,2,1,3,4,5,1,1,1,4,3,4,1,5,2,2,5,5,2,2,3,3,5,4,3,1,2,3,5
FoBS_057,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,4,3,4,5,4,0.667,4,4,2,4,3,2,4,1,2,5,4,4,3,3,0.554,2,2,2,3,4,2,3,3,1,0.361,3,3,3,4,3,3,2,3,4,3,3,3,3,2,3,4,2,3,2,3,4,4,0.511,4,5,3,3,3,2,3,4,3,4,4,3,2,2,2,0.533,0.823,0.509,0.237,0.283,0.581,1313,21.6,45.3,0.485,0.574,1,1,5,1,1,4,1,3,5,5,2,5,1,5,4,4,1,2,1,5,2,3,2,1,4,5,2,3,2,2,4
FoBS_058,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,2,2,2,1,2,0.208,4,3,4,3,3,4,4,4,4,5,2,4,3,3,0.643,2,2,2,3,2,2,1,3,3,0.306,3,4,2,1,2,1,2,2,4,3,4,3,3,3,1,1,3,3,3,2,4,3,0.398,5,3,3,2,4,3,4,5,5,4,4,3,5,4,4,0.717,0.064,0.713,0.153,0.106,0.893,3963,57.9,95.5,0.928,0.982,1,3,4,4,1,3,1,4,4,4,4,5,5,2,1,2,5,1,4,1,3,2,2,2,1,4,5,5,1,1,1
FoBS_059,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,2,2,4,3,4,0.458,4,2,3,2,4,3,2,3,2,3,2,2,2,2,0.393,3,3,5,3,4,3,3,4,3,0.611,3,3,3,5,2,5,3,3,2,4,2,4,5,4,4,3,3,3,4,3,3,4,0.602,3,3,4,2,2,2,2,3,3,4,3,3,2,5,4,0.5,0.405,0.176,0.784,0.506,0.5,1390,26.5,42.6,0.395,0.386,0,2,4,1,1,1,4,2,1,4,2,4,1,2,1,2,4,1,5,3,2,4,3,2,1,5,5,3,4,1,3
FoBS_060,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,4,5,4,3,3,0.667,1,3,3,3,3,2,3,3,3,2,3,4,3,4,0.464,2,2,1,3,4,3,3,3,4,0.444,2,2,2,3,3,4,2,2,4,3,1,3,4,4,5,2,3,3,1,2,4,2,0.443,2,2,3,3,3,4,2,3,1,4,1,2,4,3,4,0.433,0.823,0.301,0.414,0.161,0.342,1625,25.7,63.6,0.532,0.666,1,4,5,1,4,1,3,5,2,1,1,2,2,4,3,2,4,1,2,4,5,2,3,2,4,2,1,4,3,3,2
FoBS_061,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,4,1,2,3,2,0.333,3,3,2,1,2,2,1,2,2,2,3,4,1,3,0.304,4,4,3,4,3,3,4,3,3,0.611,3,4,4,3,2,3,2,2,3,3,3,2,3,2,1,2,2,2,1,2,1,4,0.364,2,3,3,3,2,1,1,3,3,2,3,3,2,3,1,0.333,0.177,0.082,0.784,0.077,0.163,354,8.3,7.7,0.063,0.037,0,1,3,3,3,2,3,4,4,5,4,5,2,2,2,5,1,2,3,2,4,4,3,1,5,5,4,1,1,3,2
FoBS_062,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,4,2,3,3,4,0.542,3,3,5,3,3,2,2,4,3,4,2,1,2,3,0.464,4,2,2,1,3,2,3,2,2,0.333,1,2,1,4,3,1,1,1,3,4,2,3,2,3,2,4,3,2,2,2,1,2,0.307,2,1,2,2,2,3,4,2,3,3,3,3,1,5,2,0.383,0.595,0.301,0.192,0.044,0.241,1209,24.4,25.0,0.447,0.494,0,5,3,4,5,5,2,2,5,3,2,4,3,1,2,2,1,5,1,5,3,3,4,5,1,5,1,2,4,1,4
FoBS_063,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,2,2,3,2,3,0.333,5,5,4,5,4,4,4,5,4,4,3,4,5,4,0.821,1,3,1,2,1,3,2,3,2,0.25,2,2,2,2,1,2,4,1,1,3,1,3,2,2,1,2,2,4,2,1,2,2,0.25,4,4,4,5,5,4,2,5,5,4,3,4,4,5,3,0.767,0.177,0.935,0.095,0.025,0.932,5080,52.9,102.8,1.0,0.99,1,3,1,1,3,3,3,5,3,1,5,2,4,1,5,2,5,4,3,3,4,3,4,2,4,2,1,5,5,4,2
FoBS_064,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,3,3,1,2,3,0.333,1,2,3,2,3,3,4,3,2,2,3,2,3,2,0.375,2,2,2,3,2,1,1,1,2,0.194,1,2,2,1,4,3,2,1,2,3,1,2,2,1,2,3,2,2,2,2,3,3,0.273,1,2,1,3,3,3,4,2,1,3,2,4,2,1,2,0.317,0.177,0.152,0.057,0.031,0.142,1144,12.4,36.4,0.311,0.236,0,4,5,2,3,2,4,4,1,2,2,4,1,3,3,1,2,2,2,1,5,1,4,3,5,1,1,5,5,4,3
FoBS_065,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,1,1,1,1,1,0.042,3,3,4,3,3,3,4,2,4,2,4,3,3,2,0.518,3,1,1,1,1,3,1,1,1,0.111,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0.068,3,3,3,3,5,3,4,2,4,3,3,4,4,5,5,0.65,0.015,0.422,0.026,0.004,0.813,2272,38.0,65.3,0.669,0.863,1,2,1,5,5,1,4,2,4,1,4,1,2,3,1,3,4,3,5,5,5,3,1,4,1,1,5,1,2,5,1
FoBS_066,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),4,3,4,5,5,5,0.833,3,4,4,4,3,5,2,3,4,3,4,5,5,3,0.679,3,3,3,4,2,3,2,3,3,0.472,5,3,4,3,3,4,3,5,5,3,5,2,3,3,4,3,3,3,3,4,4,3,0.636,4,3,3,4,3,4,3,5,4,3,4,3,4,4,3,0.65,0.956,0.779,0.481,0.594,0.813,2672,55.8,67.1,0.761,0.932,1,2,4,5,2,3,2,3,1,5,2,3,1,1,5,4,2,4,5,4,5,5,3,1,5,3,3,5,3,1,2
FoBS_067,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),4,5,3,3,4,4,0.708,4,4,4,3,4,3,4,3,2,2,2,4,3,4,0.571,3,4,3,1,3,2,2,4,3,0.444,2,2,3,4,3,3,4,3,4,3,5,3,5,2,4,3,2,4,4,3,4,3,0.58,4,2,3,3,2,5,3,2,3,3,3,2,3,2,4,0.483,0.872,0.552,0.414,0.446,0.459,1385,13.9,63.1,0.502,0.608,1,3,4,2,1,3,3,3,5,2,2,3,1,2,5,5,4,3,2,2,2,3,2,3,1,3,2,3,1,1,2
FoBS_068,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,2,1,2,1,1,0.125,2,3,4,3,4,4,5,2,4,4,4,4,1,4,0.607,3,3,4,2,2,2,3,1,2,0.361,3,4,2,2,2,2,2,1,2,1,2,3,2,3,2,2,2,1,2,2,1,4,0.284,2,4,4,3,2,4,2,3,3,5,3,4,4,3,3,0.567,0.031,0.637,0.237,0.035,0.658,2055,36.4,62.4,0.658,0.851,1,1,1,3,4,5,2,3,3,3,3,3,4,1,1,1,4,3,5,3,5,5,5,4,5,2,2,5,4,5,1
FoBS_069,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,3,3,4,4,4,0.583,4,4,4,3,4,2,4,2,2,3,4,4,2,3,0.554,3,3,3,1,3,3,3,3,2,0.417,3,1,3,4,2,3,4,4,3,5,3,4,3,3,3,3,3,2,4,3,4,4,0.557,4,5,3,3,3,2,2,4,2,1,3,3,4,5,2,0.517,0.683,0.509,0.349,0.388,0.541,1516,33.3,38.0,0.524,0.65,1,4,1,2,2,4,4,3,4,1,4,1,4,4,3,3,1,3,1,4,4,1,3,2,5,3,1,5,1,1,1
FoBS_070,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),1,1,1,2,1,2,0.083,2,2,1,2,1,1,4,3,1,3,3,2,4,2,0.304,1,1,2,2,1,2,2,3,1,0.167,1,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,3,2,0.193,1,1,3,2,3,1,2,2,2,1,2,3,4,1,1,0.233,0.021,0.082,0.044,0.014,0.068,598,30.0,22.8,0.3,0.22,0,5,4,5,1,4,2,1,5,1,2,5,4,2,3,1,2,4,1,4,1,5,1,3,2,5,5,2,2,1,5
FoBS_071,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,4,3,3,3,2,0.5,2,4,4,4,2,3,1,4,4,3,4,2,2,4,0.518,2,3,4,3,3,3,4,3,1,0.472,3,4,4,3,3,5,2,3,3,3,3,4,4,2,3,4,4,3,3,2,3,3,0.557,3,4,3,3,2,2,3,2,4,2,4,2,5,2,3,0.483,0.5,0.422,0.481,0.388,0.459,2289,39.1,62.9,0.694,0.886,1,5,5,4,4,2,2,1,4,3,5,4,4,2,4,2,4,1,5,5,2,3,5,2,3,4,1,2,1,5,3
FoBS_072,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,4,3,4,5,3,0.667,2,2,3,3,2,3,3,3,4,2,2,3,2,2,0.393,3,5,5,4,3,4,4,4,4,0.75,5,4,2,3,3,4,3,4,3,4,3,3,3,4,2,3,2,5,3,2,4,2,0.557,4,4,2,2,2,4,3,2,3,4,2,2,3,1,3,0.433,0.823,0.176,0.934,0.388,0.342,790,32.5,46.0,0.438,0.476,0,4,2,1,2,3,5,2,1,3,3,1,5,1,4,5,5,1,5,4,5,2,5,5,3,1,2,2,5,4,1
FoBS_073,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),1,1,2,1,2,1,0.083,4,2,1,3,2,2,2,2,4,3,1,4,3,3,0.393,3,2,3,3,3,3,3,3,2,0.444,3,3,1,2,2,1,4,3,2,1,2,1,2,3,2,1,1,2,2,1,4,2,0.261,2,3,3,2,3,2,2,1,1,4,4,2,3,2,3,0.367,0.021,0.176,0.414,0.028,0.213,1121,10.8,34.2,0.36,0.319,0,4,5,4,2,5,1,5,3,4,2,4,2,1,2,1,1,1,4,5,5,3,4,5,1,4,3,3,1,5,5
FoBS_074,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),1,2,4,3,3,3,0.417,3,4,3,3,2,4,2,4,4,3,3,2,1,3,0.482,1,1,2,2,2,3,2,1,1,0.167,4,2,2,2,3,1,2,2,3,2,2,3,2,1,1,1,3,2,3,3,2,1,0.284,2,2,3,4,2,3,2,3,3,5,3,3,3,3,4,0.5,0.317,0.339,0.044,0.035,0.5,2035,24.0,61.7,0.602,0.782,1,1,3,2,5,4,5,5,3,5,3,2,1,4,2,1,4,4,1,5,1,1,5,5,1,5,5,5,1,2,4
FoBS_075,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,2,3,1,2,2,0.25,1,1,2,1,1,2,2,2,1,2,1,1,3,1,0.125,3,3,2,5,4,4,3,4,3,0.611,2,1,2,3,4,3,2,2,2,2,3,2,3,2,2,3,3,2,2,2,1,2,0.318,2,1,1,1,3,2,2,2,3,1,1,2,1,3,2,0.2,0.091,0.015,0.784,0.049,0.05,734,-10.0,19.4,0.138,0.068,0,2,2,2,1,5,5,4,4,3,5,4,5,3,3,5,3,4,1,2,4,2,2,5,3,5,2,5,1,4,5
FoBS_076,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,3,2,3,4,4,0.542,5,4,1,3,3,4,3,3,4,4,3,3,2,3,0.554,3,3,5,1,4,4,2,4,4,0.583,3,3,5,4,3,5,4,2,4,4,2,4,3,4,2,4,4,3,3,3,4,3,0.614,3,2,4,3,1,4,3,3,3,3,3,3,2,4,3,0.483,0.595,0.509,0.734,0.536,0.459,2158,49.0,67.0,0.692,0.884,1,3,3,1,4,3,5,3,3,5,2,5,4,4,1,1,5,1,1,5,3,3,2,5,3,4,5,2,1,1,1
